timestamp,query,mode,stage,latency_ms,input_tokens,output_tokens,provider,routing
2026-09-01T09:55:53.775805+00:00,Explain the three-tier structure of Panchayati Raj institutions in rural India a,prelims,gen,14181.42,3651,509,gemini,n/a
2026-09-01T09:56:24.827908+00:00,"What is the Heath-Carter method of somatotyping in human growth, development, an",prelims,gen,13972.34,3203,548,gemini,n/a
2026-09-01T09:56:52.445178+00:00,"""What was M.N. Srinivas's perspective on the importance of village studies in In",prelims,gen,11789.45,3563,361,gemini,n/a
2026-09-01T09:58:05.341518+00:00,What was M.N. Srinivas's perspective on the importance of village studies in Ind,prelims,gen,9968.82,3232,32,gemini,n/a
2026-09-01T09:59:24.441403+00:00,how did Nehru's view differ from Gandhi's regarding the Indian village?,prelims,gen,11795.39,4466,275,gemini,n/a
2026-09-01T09:59:54.581042+00:00,The universal blood donors for the ABO system is?,prelims,gen,6265.14,1832,33,gemini,n/a
2026-09-01T10:00:04.393483+00:00,What was M.N. Srinivas perspective on village studies in Indian anthropology?,prelims,gen,7888.62,1978,345,gemini,n/a
2026-09-01T10:00:22.527548+00:00,What is the Heath-Carter method of somatotyping?,prelims,gen,15857.88,1772,378,gemini,n/a
2026-09-01T10:00:35.091004+00:00,What are the demographic criteria used by the Census of India to define a villag,prelims,gen,10906.51,2132,195,gemini,n/a
2026-09-01T10:01:20.803627+00:00,The universal blood donors for the ABO system is?,prelims,gen,12362.87,0,0,n/a,n/a
2026-09-01T10:01:36.300543+00:00,What was M.N. Srinivas perspective on village studies in Indian anthropology?,prelims,gen,14362.61,0,0,n/a,n/a
2026-09-01T10:01:52.923085+00:00,What is the Heath-Carter method of somatotyping?,prelims,gen,15554.97,0,0,n/a,n/a
2026-09-01T10:02:05.752959+00:00,What are the demographic criteria used by the Census of India to define a villag,prelims,gen,11636.83,0,0,n/a,n/a
2026-09-01T10:02:50.701403+00:00,What is the Heath-Carter method of somatotyping?,prelims,gen,13339.76,4002,370,gemini,n/a
2026-09-01T10:04:36.791283+00:00,The universal blood donors for the ABO system is?,prelims,gen,10778.83,1832,38,gemini,n/a
2026-09-01T10:05:56.267305+00:00,What was M.N. Srinivas's perspective on the importance of village studies in Ind,prelims,gen,7698.06,1603,32,gemini,n/a
2026-09-01T10:06:51.160573+00:00,How did Nehru view differ from Gandhi regarding the Indian village?,prelims,gen,11845.45,1851,223,gemini,n/a
2026-09-01T10:07:59.901241+00:00,What was M.N. Srinivas's perspective on the importance of village studies in Ind,prelims,gen,9635.01,2489,32,gemini,n/a
2026-09-01T10:10:03.112674+00:00,What was M.N. Srinivas's perspective on the importance of village studies in Ind,prelims,gen,12472.17,1920,398,gemini,n/a
